Name,Path,Files
pressrelations/cadvisor,,"['.github', '.gitignore', '.golangci.yml', 'AUTHORS', 'CHANGELOG.md', 'CONTRIBUTING.md', 'LICENSE', 'Makefile', 'README.md', 'accelerators', 'build', 'cache', 'client', 'cmd', 'collector', 'container', 'deploy', 'devicemapper', 'doc.go', 'docs', 'events', 'fs', 'go.mod', 'go.sum', 'info', 'integration', 'logo.png', 'machine', 'manager', 'metrics', 'nvm', 'perf', 'resctrl', 'stats', 'storage', 'summary', 'test.htdigest', 'test.htpasswd', 'utils', 'validate', 'version', 'watcher', 'zfs']"
ljy-single/projectmall,,['LICENSE']
wo2324/DotNet,,"['.gitignore', 'DotNet', 'LICENSE', 'README.md']"
fareska/bootcamp-recipe,,"['.gitignore', 'dist', 'package-lock.json', 'package.json', 'server.js']"
oneandelevenfri/ScaledYOLOv4,,"['README.md', 'figure']"
Recursyve/sliding_up_panel,,"['.github', '.gitignore', '.metadata', 'CHANGELOG.md', 'LICENSE', 'README.md', 'example', 'lib', 'pubspec.yaml', 'screenshots', 'test']"
Alex-Grib/goit-js-hw-11-color-switch,,"['.gitignore', '.prettierrc.json', 'README.md', 'package-lock.json', 'package.json', 'src']"
AnnaProgrammiert/AnnaProgrammiert.github.io,,"['css', 'img', 'index.html']"
Marivignesh-ui/neogcamp-Reactjs,,"['.codesandbox', 'README.md', 'package.json', 'public', 'src']"
Alextros00/Best-README-Template,,"['BLANK_README.md', 'LICENSE.txt', 'README.md', 'images']"
jingshaq/xdisp_virt,,"['README.txt', 'bin', 'driver', 'hid_driver', 'html', 'image', 'indirect_display', 'virtual_camera']"
sjsussman/dev-chat,,"['.gitignore', 'README.md', 'package-lock.json', 'package.json', 'public', 'src']"
hypagedev/hypagedev.github.io,,"['.gitignore', '404.html', 'CNAME', 'Gemfile', 'Gruntfile.js', 'LICENSE', 'README.md', 'Rakefile', '_config.yml', '_doc', '_includes', '_layouts', '_posts', 'about.html', 'archive.html', 'css', 'feed.xml', 'fonts', 'img', 'index.html', 'js', 'less', 'offline.html', 'package-lock.json', 'package.json', 'pwa', 'search.json', 'sw.js']"
juancarlosfcxp/Ciclo_DAW,,"['Java', 'JavaScript', 'PHP', 'README.md', 'ionic-angular']"
jquinonesCokO/Rooster-MIT,,['index.html']
ehmohajer/DabirKhaneh-Pars-Server,,"['.gitignore', 'DabirKhaneh-Pars.sln', 'DabirKhaneh.Common', 'DabirKhaneh.Presentation', 'DabirKhaneh.Repo', 'DabirKhaneh.Services', 'Dabirkhaneh.Data']"
NeelPatel097/napster-music,,"['album.php', 'artist.php', 'assests', 'browse.php', 'includes', 'index.php', 'playlist.php', 'register.php', 'search.php', 'settings.php', 'updateDetails.php', 'yourMusic.php']"
accusitive/gccrs,,"['.dir-locals.el', '.gitattributes', '.github', '.gitignore', 'ABOUT-NLS', 'COPYING', 'COPYING.LIB', 'COPYING.RUNTIME', 'COPYING3', 'COPYING3.LIB', 'ChangeLog', 'ChangeLog.jit', 'ChangeLog.tree-ssa', 'Dockerfile', 'INSTALL', 'MAINTAINERS', 'Makefile.def', 'Makefile.in', 'Makefile.tpl', 'README', 'README.md', 'ar-lib', 'compile', 'config-ml.in', 'config.guess', 'config.rpath', 'config.sub', 'config', 'configure', 'configure.ac', 'contrib', 'depcomp', 'fixincludes', 'gcc', 'gnattools', 'gotools', 'include', 'install-sh', 'intl', 'libada', 'libatomic', 'libbacktrace', 'libcc1', 'libcpp', 'libdecnumber', 'libffi', 'libgcc', 'libgfortran', 'libgo', 'libgomp', 'libgrust', 'libhsail-rt', 'libiberty', 'libitm', 'libobjc', 'liboffloadmic', 'libphobos', 'libquadmath', 'libsanitizer', 'libssp', 'libstdc++-v3', 'libtool-ldflags', 'libtool.m4', 'libvtv', 'ltgcc.m4', 'ltmain.sh', 'lto-plugin', 'ltoptions.m4', 'ltsugar.m4', 'ltversion.m4', 'lt~obsolete.m4', 'maintainer-scripts', 'missing', 'mkdep', 'mkinstalldirs', 'move-if-change', 'multilib.am', 'symlink-tree', 'test-driver', 'ylwrap', 'zlib']"
ZeroPivot/ZeroPivot,,"['README.md', 'rockstar.jpg']"
MrRightSol/cms-form-plugin,,"['.gitignore', 'LICENSE', 'README.md', 'cms_form_plugin', 'example', 'requirements_example.txt', 'setup.py']"
MetPX/sarracenia-integration,,"['.gitignore', 'LICENSE', 'README.md']"
azurata09/azurata.me,,"['.github', '.gitignore', '.gitmodules', 'archetypes', 'config.yml', 'content', 'layouts', 'static', 'themes']"
suribhatt/Kaggle_Cardekho_PricePrediction,,"['Procfile', 'README.md', 'Random_Forest_Prediction_Model.pkl', 'app.py', 'car data.csv', 'main.py', 'python notebook.ipynb', 'requirements.txt', 'templates']"
checkers-GM/password-generator,,"['.vscode', 'Assets', 'README.md', 'index.html', 'script.js', 'style.css']"
inf1nitev0id/phalcon,,"['.gitattributes', '.htaccess', 'app', 'public']"
takshilbharadwaj/takshilbharadwaj.github.io,,"['_config.yml', 'assets', 'index.html']"
limbachia/movie-clip-predictions,,"['figures', 'gru']"
wRadchuk/ActiveBox,,"['.gitattributes', 'README.md', 'android-icon-192x192.png', 'apple-icon-180x180.png', 'assets', 'favicon-16x16.png', 'favicon-32x32.png', 'favicon-96x96.png', 'favicon.ico', 'index.html']"
dineshsr/task-management,,"['Advanced Level', 'README.md']"
Matvikf01/EpamTrainee,,"['Lectures', 'Practice1', 'Practice10', 'Practice2', 'Practice3', 'Practice4', 'Practice5', 'Practice6', 'Practice7', 'Practice8', 'Practice9', 'SummaryTask4', 'ÇÐÇÈÇÌÇÈÇÖÇÑÇè ÇÍÇØÇÈÇÕ.txt']"
daroman9/PosEscritorio,,"['.vs', '26FebreroNew.sql', 'CapaDatos', 'CapaNegocio', 'CapaPresentacion', 'CopiaPos.sql', 'Pos.sln', 'Pos', 'Pos22Febrero.sql', 'Pos26Febrero.sql', 'Pos30MarzoActualizado.sql', 'PosEnero18.sql', 'PosEnero24.sql', 'PosEnero26.sql', 'PosEnero27.sql', 'PosEnero28.sql', 'PosEnero4.sql', 'PosFebrero10.sql', 'PosFebrero16.sql', 'PosFebrero26Antiguo.sql', 'PosFebrero5.sql', 'PosFebrero8.sql', 'PosFebrero9.sql']"
HateAndCaffeine/ACE3,,"['.editorconfig', '.gitattributes', '.github', '.gitignore', 'AUTHORS.txt', 'Arma3_workshop_addon.jpg', 'LICENSE', 'README.md', 'ace_advanced_ballistics.dll', 'ace_advanced_ballistics_x64.dll', 'ace_artillerytables.dll', 'ace_artillerytables_x64.dll', 'ace_break_line.dll', 'ace_break_line_x64.dll', 'ace_clipboard.dll', 'ace_clipboard_x64.dll', 'ace_fcs.dll', 'ace_fcs_x64.dll', 'ace_parse_imagepath.dll', 'ace_parse_imagepath_x64.dll', 'addons', 'build.bat', 'docs', 'extensions', 'extras', 'hemtt.toml', 'include', 'logo_ace3_ca.paa', 'meta.cpp', 'mod.cpp', 'optionals', 'tools']"
twistxy/android-sdk,,"['.github', '.gitignore', '.idea', 'Gemfile', 'Gemfile.lock', 'README.md', 'app', 'build.gradle', 'fastlane', 'gradle.properties', 'gradle', 'gradlew', 'gradlew.bat', 'sdk', 'settings.gradle']"
VictoriaGrillo-132/PiProject-132,,"['README.md', 'main.py']"
theus-brz/reading-files,,"['.gitignore', 'src']"
AaleixB/ElectricalAge,,"['.editorconfig', '.gitignore', '.travis.yml', '.tx', 'CONTRIBUTING.md', 'CREDITS-fml.txt', 'LICENSE-fml.txt', 'LICENSE.md', 'MinecraftForge-Credits.txt', 'MinecraftForge-License.txt', 'README.md', 'build.gradle', 'build.sh', 'changelog.md', 'forge-1.7.10-10.13.2.1240-changelog.txt', 'gradle.properties', 'gradle', 'gradlew', 'gradlew.bat', 'libs', 'script', 'shell.nix', 'src']"
discord-technocraft/discord.gg-technocraft,,"['README.md', 'index.html']"
zky63/gitHubTest,,"['README.md', 'index.html']"
ssementsov/clr-via-csharp-4th-edition-code,,"['.gitattributes', '.gitignore', 'CLR via CS.sln', 'Ch01-1-SomeLibrary.cs', 'Ch01-1-SomeLibrary.csproj', 'Ch01-2-TypeMembersToIL.cs', 'Ch01-2-TypeMembersToIL.csproj', 'Ch02-1-SimpleProgram.cs', 'Ch02-1-SimpleProgram.csproj', 'Ch02-2-Minimum MSCorLib.cs', 'Ch02-2-Minimum MSCorLib.csproj', 'Ch02-3-AssemblyVersionInfo.cs', 'Ch02-3-BuildMultiFileLibrary.bat', 'Ch02-3-FUT.cs', 'Ch02-3-RUT.cs', 'Ch02-4-AppUsingMultiFileLibrary.cs', 'Ch02-4-AppUsingMultiFileLibrary.csproj', 'Ch03-1-AssemInfo.cs', 'Ch04-1-Type Fundamentals.cs', 'Ch04-1-Type Fundamentals.csproj', 'Ch05-1-PrimitveReferenceValueTypes.cs', 'Ch05-1-PrimitveReferenceValueTypes.csproj', 'Ch06-1-TypeMembers.cs', 'Ch06-1-TypeMembers.csproj', 'Ch07-1-LibraryDefiningConstant.cs', 'Ch07-1-LibraryDefiningConstant.csproj', 'Ch07-2-AppUsingLibraryConstant.cs', 'Ch07-2-AppUsingLibraryConstant.csproj', 'Ch07-3-LibraryDefiningReadOnlyField.cs', 'Ch07-3-LibraryDefiningReadOnlyField.csproj', 'Ch07-4-AppUsingLibraryReadOnlyField.cs', 'Ch07-4-AppUsingLibraryReadOnlyField.csproj', 'Ch07-5-Fields.cs', 'Ch07-5-Fields.csproj', 'Ch08-1-Methods.cs', 'Ch08-1-Methods.csproj', 'Ch09-1-Parameters.cs', 'Ch09-1-Parameters.csproj', 'Ch10-1-Properties.cs', 'Ch10-1-Properties.csproj', 'Ch11-1-EventSet.cs', 'Ch11-1-Events.csproj', 'Ch11-1-MailManager.cs', 'Ch11-1-TypeWithLotsOfEvents.cs', 'Ch12-1-Generics.cs', 'Ch12-1-Generics.csproj', 'Ch13-1-Interfaces.cs', 'Ch13-1-Interfaces.csproj', 'Ch14-1-CharsAndStrings.cs', 'Ch14-1-CharsAndStrings.csproj', 'Ch15-1-EnumsAndBitFlags.cs', 'Ch15-1-EnumsAndBitFlags.csproj', 'Ch16-1-Arrays.cs', 'Ch16-1-Arrays.csproj', 'Ch17-1-Delegates.cs', 'Ch17-1-Delegates.csproj', 'Ch18-1-CustomAttributes.cs', 'Ch18-1-CustomAttributes.csproj', 'Ch19-1-NullableValueTypes.cs', 'Ch19-1-NullableValueTypes.csproj', 'Ch20-1-ExceptionHandling.cs', 'Ch20-1-ExceptionHandling.csproj', 'Ch21-1-GarbageCollection.cs', 'Ch21-1-GarbageCollection.csproj', 'Ch22-1-AppDomains.cs', 'Ch22-1-AppDomains.csproj', 'Ch23-1-AssemblyLoadingAndReflection.cs', 'Ch23-1-AssemblyLoadingAndReflection.csproj', 'Ch23-2-AddIn_SDKAssembly.cs', 'Ch23-2-AddIn_SDKAssembly.csproj', 'Ch23-3-AddIn_AddInTypes.cs', 'Ch23-3-AddIn_AddInTypes.csproj', 'Ch23-4-AddIn_Host.cs', 'Ch23-4-AddIn_Host.csproj', 'Ch24-1-RuntimeSerialization.cs', 'Ch24-1-RuntimeSerialization.csproj', 'Ch25-1-WinRTComponents.cs', 'Ch25-1-WinRTComponents.csproj', 'Ch25-2-ConsumeWinRTComponents', 'Ch26-1-ThreadBasics.cs', 'Ch26-1-ThreadBasics.csproj', 'Ch27-1-ComputeOps.cs', 'Ch27-1-ComputeOps.csproj', 'Ch28-1-IOOps.cs', 'Ch28-1-IOOps.csproj', 'Ch29-1-PrimitveThreadSync.cs', 'Ch29-1-PrimitveThreadSync.csproj', 'Ch30-1-HybridThreadSync.cs', 'Ch30-1-HybridThreadSync.csproj', 'README.md']"
vladmaksyk/DataStreamer,,"['Create_auth_file.py', 'Stream_API-Data.py']"
robertoentringer/robertoentringer-resume,,"['.eslintrc', '.gitignore', '.prettierrc', 'README.md', 'main.js', 'package-lock.json', 'package.json']"
Muhammad-Sajjad/FUI-OBE,,"['content', 'debug.log', 'node_modules', 'package-lock.json', 'package.json', 'src', 'tailwind.css']"
QRQF001/persepolis,,"['.github', '.gitignore', '.pep8', '.travis.yml', '.tx', 'LICENSE', 'README.md', 'clear.py', 'man', 'persepolis', 'problem.txt', 'requirements.md', 'resources', 'setup.py', 'test', 'uninstall.py', 'xdg']"
lon3wolf2k/DHT22-LED,,"['DHT22-RedAndGreenLeds.ino', 'README.md', 'pinout.png']"
pilarlorente/Covid-Mexico,,"['.DS_Store', 'Data', 'Jupyter Notebooks', 'LICENSE', 'Python', 'README.md']"
syuan0807/LeetCode-Solutions,,"['.travis.yml', 'C++', 'Golang', 'Java', 'LICENSE.md', 'MySQL', 'Python', 'README.md', 'Shell']"
harshitmalik03/cv,,"['Contactpage.html', 'H.jpg', 'README.md', 'circle-cropped.png', 'index.html', 'inputfeedback.html']"
trungquandaniele/CSE485_1651170991_QuanVanTrung,,"['admin', 'asset', 'blog.php', 'details.php', 'include', 'index.php']"
food-billboard/javascript-algorithms,,"['.babelrc', '.editorconfig', '.eslintrc', '.github', '.gitignore', '.husky', '.npmrc', '.nvmrc', 'BACKERS.md', 'CODE_OF_CONDUCT.md', 'CONTRIBUTING.md', 'LICENSE', 'README.ar-AR.md', 'README.de-DE.md', 'README.es-ES.md', 'README.fr-FR.md', 'README.id-ID.md', 'README.it-IT.md', 'README.ja-JP.md', 'README.ko-KR.md', 'README.md', 'README.pl-PL.md', 'README.pt-BR.md', 'README.ru-RU.md', 'README.tr-TR.md', 'README.uk-UA.md', 'README.vi-VN.md', 'README.zh-CN.md', 'README.zh-TW.md', 'assets', 'jest.config.js', 'package-lock.json', 'package.json', 'src']"
Luzgan/luzgan-react-tooltip,,"['.gitignore', '.npmignore', 'babel.config.js', 'luzgan-react-tooltip-1.0.0.tgz', 'package-lock.json', 'package.json', 'src', 'tsconfig.json', 'webpack.config.js']"
SilverJun/RaytracingStudy,,"['.gitignore', 'README.md', 'Ray Tracing in One Weekend', 'rt1w.png']"
scalarerp/spec-next,,"['.babelrc', '.eslintrc.json', '.github', '.gitignore', '.nowignore', '.prettierrc', '.prettierrc.json', 'LICENSE', 'README.md', 'cypress.json', 'cypress', 'deepsource.png', 'next-env.d.ts', 'next.config.js', 'now.json', 'package.json', 'public', 'src', 'tsconfig.json', 'yarn.lock']"
DEVCrystalRust/discord-server-status,,"['README.md', 'config.js', 'index.js', 'package-lock.json', 'package.json']"
garbetjie/docker-http-router,,"['.gitignore', 'LICENSE', 'README.md', 'containers.ts', 'docker.ts', 'index.ts', 'package-lock.json', 'package.json', 'tsconfig.json']"
bhattanmol101/test-github-actions,,"['.DS_Store', '.github', '.gitignore', '.mvn', 'Dockerfile', 'LICENSE', 'README.md', 'deployment.yaml', 'kustomization.yaml', 'mvnw', 'mvnw.cmd', 'pom.xml', 'service.yaml', 'src']"
rohanPanwar096/React-Chart-Task,,['README.md']
Huzaifa1910/Learning-,,"['App.js', 'index.html', 'style.css']"
xstater/xrsginal,,"['.gitignore', 'Cargo.toml', 'LICENSE', 'README.md', 'examples', 'src']"
venkateshpachigulla/free-programming-books,,"['.editorconfig', '.github', '.travis.yml', 'CODE_OF_CONDUCT-es.md', 'CODE_OF_CONDUCT-hi.md', 'CODE_OF_CONDUCT.md', 'CONTRIBUTING-fa_IR.md', 'CONTRIBUTING-zh-TW.md', 'CONTRIBUTING-zh.md', 'CONTRIBUTING.md', 'HOWTO-fa_IR.md', 'HOWTO-fr.md', 'HOWTO-hi.md', 'HOWTO-zh-TW.md', 'HOWTO-zh.md', 'HOWTO.md', 'HOWTO.pt_BR.md', 'LICENSE', 'README.md', '_config.yml', 'books', 'casts', 'courses', 'more']"
omegaBionic/ilc2.enigma,,"['.gitignore', 'LICENSE', 'README.md', 'pom.xml', 'src']"
wbigger/2020-5Binf-glovo,,"['README.md', 'crostino.jpg', 'funghi_formaggio.jpg', 'index.html', 'jquery-3.5.1.min.js', 'margherita.jpg', 'script.js', 'style.css']"
adityakuppa26/Reinforcement-Learning,,"['Dynamic Programming', 'Monte Carlo', 'N-Step Bootstrapping', 'README.md', 'Sutton&Barto exercise solutions', 'Temporal Difference', 'lib']"
mustafabey0812/aztecasregister,,"['README.md', 'ayarlar.json', 'bot.js', 'events', 'json.sqlite', 'komutlar', 'package.json', 'shrinkwrap.yaml', 'util']"
bahorn/xsltgen,,"['.gitignore', 'ChangeLog.md', 'Makefile', 'README.md', 'app', 'package.yaml', 'samples', 'scripts', 'src', 'stack.yaml', 'stack.yaml.lock', 'test', 'xsltgen.cabal']"
tangaoo/document-style-guide,,"['README.md', 'docs']"
diego-ip/IRDigital-ui,,"['.editorconfig', '.gitignore', 'README.md', 'angular.json', 'e2e', 'package-lock.json', 'package.json', 'server.js', 'src', 'tsconfig.json', 'tslint.json']"
mehedihasan3003/project-D17,,"['form.html', 'multiline.html', 'table.html']"
szawary/todo,,"['assets', 'index.html']"
SamJUK/tldr,,"['.editorconfig', '.github', '.gitignore', '.markdownlintrc', 'CLIENT-SPECIFICATION.md', 'COMMUNITY-ROLES.md', 'CONTRIBUTING.md', 'GOVERNANCE.md', 'LICENSE.md', 'MAINTAINERS.md', 'README.md', 'contributing-guides', 'images', 'package-lock.json', 'package.json', 'pages.bs', 'pages.da', 'pages.de', 'pages.es', 'pages.fr', 'pages.hbs', 'pages.hi', 'pages.id', 'pages.it', 'pages.ja', 'pages.ko', 'pages.ml', 'pages.nl', 'pages.no', 'pages.pl', 'pages.pt_BR', 'pages.pt_PT', 'pages.ru', 'pages.sv', 'pages.ta', 'pages.th', 'pages.tr', 'pages.zh', 'pages.zh_TW', 'pages', 'scripts']"
BhavathariniShanmugam/Art-Gallery-Management-System,,"['README.md', 'agabout.html', 'aglog.html', 'agrest.html', 'agstyles.css', 'artgalleryhome.html', 'artist.php', 'canvas moon.png', 'canvas.png', 'contactus.html', 'dbconfig.php', 'inkwash art.png', 'nature.png', 'profile.php', 'sign.html', 'view.php', 'view_category.php', 'watercolor bird.png']"
SergeyGarinV/todo-1,,"['.gitignore', 'README.md', 'apple_task.py', 'arr2.pkl', 'img', 'requirements.txt', 'test.py', 'test.sql', 'todo']"
Kuflon/Simplified_SVM,,"['Research.ipynb', 'baseestimator.py', 'kernels.py', 'svm.py']"
DodiMetBKL/pythonday1,,"['Gabungfile.ipynb', 'Python Day 5.py', 'Python Day 6.ipynb', 'pyhonday4.ipynb', 'pythonday1.ipynb', 'pythonday2.ipynb', 'pythonday3.ipynb']"
GigaPok/FinalProject,,"['contact.html', 'css', 'img', 'index.html', 'js', 'page2.html', 'video']"
fuxin123z/docker-v2ray,,"['LICENSE', 'README.md', 'data', 'docker-compose.yml', 'init-letsencrypt.sh']"
ikorotovskikh/Course-Certified-Solutions-Architect-Associate,,"['LICENSE', 'README.md', 'labs']"
Badgie/CuraMultiSlice,,"['.gitignore', 'MultiSlice.py', 'MultiSliceView.qml', 'README.md', '__init__.py', 'img', 'plugin.json']"
Simone-ortu/js-biglietto-treno,,"['README.md', 'index.html', 'script.js']"
yx369207/yangxu,,"['README.md', 'config']"
ReBarrington/AWS-Tutorial,,"['Frontend', 'README.md', 'getUserData', 'getUsersList', 'putUserData']"
Erika18Granados/The-Flash,,"['.gitignore', 'The-Flash']"
Gorilly-Digital/et_builder-hr,,"['.gitignore', 'LICENSE', 'README.md', 'et_builder-hr.mo', 'et_builder-hr.po']"
yaodwwy/linux-dash-zh,,"['.DS_Store', '.editorconfig', '.gitignore', 'LICENSE.md', 'README.md', 'composer.json', 'css', 'demo.html', 'favicon.ico', 'img', 'index.html', 'js', 'linux-dash.png', 'package.json', 'python-server.py', 'server', 'templates']"
baseDevelop/webViewTest,,"['.gitignore', 'README.md', 'build.gradle', 'gradle.properties', 'launcher', 'settings.gradle', 'unityLibrary']"
Oxthor/cocoapods-binary-cache,,"['.flake8', '.github', '.gitignore', '.gitlab-ci.yml', '.rspec', '.rubocop.yml', 'CHANGELOG.md', 'CONTRIBUTING.md', 'Dangerfile', 'Gemfile', 'Gemfile.lock', 'LICENSE', 'PodBinaryCacheExample', 'README.md', 'Rakefile', 'VERSION', 'cocoapods-binary-cache.gemspec', 'docs', 'integration_tests', 'lib', 'resources', 'scripts', 'spec']"
ProTouchUz/proteach-2,,['index.html']
revanthRaghuPrasad/Provider-Consumer-Demo,,"['.gitignore', '.metadata', 'README.md', 'android', 'ios', 'lib', 'pubspec.lock', 'pubspec.yaml', 'test']"
addffa/tktpl-lab7-1706984663,,"['.gitignore', '.metadata', 'README.md', 'android', 'ios', 'lib', 'pubspec.lock', 'pubspec.yaml', 'test']"
theosilvestre/tp-git_votre-nom,,['README.md']
eoliveiradeliz/spring_crud_student,,['ThymeleafCRUD']
aditi0302/BULLETS-AND-WALLS,,['New folder']
Dan6erbond/doemuu.live,,"['.firebase', '.firebaserc', '.github', '.gitignore', '.prettierignore', '.prettierrc', 'LICENSE', 'README.md', 'firebase.json', 'gatsby-browser.js', 'gatsby-config.js', 'gatsby-node.js', 'gatsby-ssr.js', 'github-api.js', 'package-lock.json', 'package.json', 'src', 'yarn.lock']"
j-monks/developer-test-api,,"['.eslintignore', '.eslintrc.js', '.github', '.gitignore', 'Dockerfile', 'README.md', 'jestconfig.json', 'nodemon.json', 'package-lock.json', 'package.json', 'src', 'tsconfig.json']"
lxy0621/ZR_htxt,,"['.babelrc', '.editorconfig', '.gitignore', '.postcssrc.js', 'LICENSE', 'README.md', 'build', 'config', 'index.html', 'package-lock.json', 'package.json', 'sh.exe.stackdump', 'src', 'static']"
boulandab/practiceDriver,,"['.cmake', '.ninja_deps', '.ninja_log', 'CMakeCache.txt', 'CMakeFiles', 'build.ninja', 'cmake_install.cmake', 'config-usb.h', 'config.h', 'examples', 'indi_aaf2_focus', 'indi_arduinost4', 'indi_astromech_lpm', 'indi_astrometry', 'indi_baader_dome', 'indi_celestron_gps', 'indi_celestron_sct_focus', 'indi_deepskydad_af1_focus', 'indi_deepskydad_af2_focus', 'indi_deepskydad_af3_focus', 'indi_dmfc_focus', 'indi_domepro2_dome', 'indi_dsc_telescope', 'indi_efa_focus', 'indi_eval', 'indi_falcon_rotator', 'indi_fcusb_focus', 'indi_flipflat', 'indi_gemini_focus', 'indi_getprop', 'indi_gpusb', 'indi_hid_test', 'indi_hitecastrodc_focus', 'indi_ieq_telescope', 'indi_ieqlegacy_telescope', 'indi_imager_agent', 'indi_integra_focus', 'indi_ioptronv3_telescope', 'indi_joystick', 'indi_lacerta_mfoc_focus', 'indi_lakeside_focus', 'indi_lx200_TeenAstro', 'indi_lx200basic', 'indi_lx200generic', 'indi_lynx_focus', 'indi_manual_wheel', 'indi_mbox_weather', 'indi_meta_weather', 'indi_microtouch_focus', 'indi_moonlite_focus', 'indi_moonlitedro_focus', 'indi_myfocuserpro2_focus', 'indi_nfocus', 'indi_nightcrawler_focus', 'indi_nstep_focus', 'indi_onfocus_focus', 'indi_openweathermap_weather', 'indi_optec_wheel', 'indi_paramount_telescope', 'indi_pegasus_ppb', 'indi_pegasus_ppba', 'indi_pegasus_upb', 'indi_perfectstar_focus', 'indi_planewave_deltat', 'indi_pmc8_telescope', 'indi_pyxis_rotator', 'indi_qhycfw1_wheel', 'indi_qhycfw2_wheel', 'indi_qhycfw3_wheel', 'indi_quantum_wheel', 'indi_rainbow_telescope', 'indi_rbfocus_focus', 'indi_rigel_dome', 'indi_robo_focus', 'indi_rolloff_dome', 'indi_scopedome_dome', 'indi_script_dome', 'indi_script_telescope', 'indi_sestosenso2_focus', 'indi_sestosenso_focus', 'indi_setprop', 'indi_siefs_focus', 'indi_simulator_ccd', 'indi_simulator_dome', 'indi_simulator_focus', 'indi_simulator_gps', 'indi_simulator_guide', 'indi_simulator_rotator', 'indi_simulator_spectrograph', 'indi_simulator_sqm', 'indi_simulator_telescope', 'indi_simulator_weather', 'indi_simulator_wheel', 'indi_skycommander_telescope', 'indi_skysafari', 'indi_smartfocus_focus', 'indi_snapcap', 'indi_sqm_weather', 'indi_star2000', 'indi_steeldrive2_focus', 'indi_steeldrive_focus', 'indi_synscan_telescope', 'indi_synscanlegacy_telescope', 'indi_tcfs_focus', 'indi_temma_telescope', 'indi_trutech_wheel', 'indi_usbdewpoint', 'indi_usbfocusv3_focus', 'indi_v4l2_ccd', 'indi_vantage_weather', 'indi_watchdog', 'indi_watcher_weather', 'indi_weather_safety_proxy', 'indi_xagyl_wheel', 'indiserver', 'indiversion.h', 'libindi.pc', 'libindiclient.a', 'libindidriver.a', 'libindidriver.so', 'libindidriver.so.1', 'libindidriver.so.1.8.8', 'libindilx200.so', 'libindilx200.so.1', 'libindilx200.so.1.8.8', 'libs', 'make_lx200generic_symlink.cmake', 'make_tcfs_symlink.cmake']"
liul21cn/books,,"['.gitignore', 'README.md', 'books_flask', 'books_scrapy', 'books_vue', 'notebooks']"
Eroy80/clock,,"['README.md', 'index.html']"
thetzinnyein/conky,,['conky.conf']
armanhusain/boltstream,,"['.gitignore', 'LICENSE', 'Makefile', 'Procfile', 'README.md', 'Vagrantfile', 'ansible', 'bin', 'boltstream', 'manage.py', 'requirements.txt', 'terraform', 'tox.ini']"
